Source,Target,Type,Weight
Abiyasa,Asmarawati,Undirected,1
Pragota,Petruk,Undirected,1
Samba,Abimanyu,Undirected,7
Lesmana_Mandrakumara,Abimanyu,Undirected,3
Antakawulan,Werkudara,Undirected,2
Madrim,Yamawidura,Undirected,1
Bagong,Rohini,Undirected,1
Pradapa,Arjuna,Undirected,2
Dewasrani,Semar,Undirected,2
Gareng,Pulunggana,Undirected,1
Asmarawati,Dhamdharat,Undirected,2
Rama,Kartamarma,Undirected,1
Wulan_Dremi,Lesmana_Mandrakumara,Undirected,1
Semar,Drestarastra,Undirected,1
Banowati,Citrarata,Undirected,1
Rara_Ireng,Yuda_Kothi,Undirected,1
Sengkuni,Bagaspati,Undirected,1
Werkudara,Citrasena,Undirected,2
Sengkuni,Pulungsari,Undirected,2
Dhandhonwacana,Duryudana,Undirected,1
Banowati,Dhandhang,Undirected,1
Durna,Togog,Undirected,2
Saragupita,Petruk,Undirected,2
Dewaki,Maerah,Undirected,4
Bagong,Suparta,Undirected,1
Petruk,Gendara,Undirected,1
Arjuna,Dhamdharat,Undirected,4
Bismaka,Narada,Undirected,3
Kamajaya,Arjuna,Undirected,3
Sugriwa,Gatotkaca,Undirected,1
Guru,Pulungsari,Undirected,3
Bagong,Dhadhungawuk,Undirected,1
Dewaki,Narada,Undirected,1
Citrarata,Puntadewa,Undirected,1
Werkudara,Kresna,Undirected,47
Salya,NgembatLandeyan,Undirected,1
Guru,Durna,Undirected,6
Kangsa,Rara_Ireng,Undirected,1
Destarastra,Gendari,Undirected,2
Baladewa,Satrugna,Undirected,1
Kamajaya,Nakula,Undirected,1
Baladewa,Setyaboma,Undirected,1
Arjuna,Tambrapeta,Undirected,2
Gareng,Kunti,Undirected,3
Bagong,Kamajaya,Undirected,2
Panyarikan,Ramayadi,Undirected,1
Rukmini,Brahma,Undirected,1
Angganjali,Indra,Undirected,1
Gareng,Karna,Undirected,6
Brajadhenta,Mangsahpati,Undirected,1
Sengkuni,Durga,Undirected,4
Dewasrani,Banowati,Undirected,1
Desamuka,Baladewa,Undirected,2
Dewasrani,Brahma,Undirected,1
Durga,Kunti,Undirected,3
Rara_Ireng,Nagaprasanta,Undirected,1
Udawa,Arjuna,Undirected,2
Saragupita,Narada,Undirected,2
Satrugna,Anoman,Undirected,1
Bagong,Kartapiyoga,Undirected,1
Gareng,Indra,Undirected,7
TunggulWulung,Narada,Undirected,1
Banowati,Garuda,Undirected,2
Durga,Yudhistira,Undirected,1
Bomanarakasura,Nakula,Undirected,1
Gatotkaca,Sri,Undirected,3
Bomanarakasura,Durna,Undirected,1
Sadewa,Kumbakarna,Undirected,1
Maerah,Narada,Undirected,1
Pulungsari,Kartamarma,Undirected,2
Werkudara,Gendari,Undirected,2
Wenang,Antareja,Undirected,1
Siti_Sendari,Duryudana,Undirected,1
Setyaki,Antaboga,Undirected,1
Arimbi,Kresna,Undirected,3
Desamuka,Antareja,Undirected,1
Antareja,Petruk,Undirected,7
Petruk,Antasena,Undirected,1
Karna,Parasara,Undirected,2
Werkudara,Togog,Undirected,2
Kunti,Asmarawati,Undirected,1
Lesmana_Murdaka,Satrugna,Undirected,1
Bismaka,Destarastra,Undirected,1
Kanastren,Narada,Undirected,2
TunggulWulung,Kresna,Undirected,2
Durna,Satrugna,Undirected,1
Bendana,Kartamarma,Undirected,1
Durna,Nembur_Nawa,Undirected,1
Durna,Gagak_Baka,Undirected,1
Ugrasena,Abiyasa,Undirected,1
Petruk,Yamadipati,Undirected,1
Nakula,Nembur_Nawa,Undirected,1
Pandu,Baladewa,Undirected,2
Destarastra,Pandu,Undirected,3
Durga,Narada,Undirected,5
Samba,Narada,Undirected,4
Banowati,Rara_Ireng,Undirected,2
Semar,Werkudara,Undirected,26
Bayu,Puntadewa,Undirected,2
Indra,Dersanala,Undirected,2
Werkudara,Mangsahpati,Undirected,3
Karna,Pulungsari,Undirected,2
Antareja,Puntadewa,Undirected,8
Bhisma,Wilawuk,Undirected,1
Nakula,Gagak_Baka,Undirected,1
Karna,Indra,Undirected,4
Wenang,Dersanala,Undirected,2
Bomanarakasura,Sengkuni,Undirected,1
Bisawarna,Setyaki,Undirected,1
Pradapa,Werkudara,Undirected,2
Desamuka,Lesmana_Mandrakumara,Undirected,1
Rukmara,Duryudana,Undirected,2
Arjuna,Bhisma,Undirected,1
Wulan_Drema,Anoman,Undirected,1
Durna,Antareja,Undirected,6
Petruk,Narada,Undirected,8
Kencana_Wulan,Asmarawati,Undirected,2
Samba,Nagagini,Undirected,1
Sadewa,Puntadewa,Undirected,30
Pragota,Bismaka,Undirected,1
Sadewa,Pulunggana,Undirected,1
Udawa,Anoman,Undirected,4
Karna,Banowati,Undirected,10
Rukmini,Antaboga,Undirected,1
Gareng,Narada,Undirected,9
Udawa,Sadewa,Undirected,2
Antareja,Pulunggana,Undirected,1
Arjuna,Dhandhang,Undirected,4
Rukmini,Bagong,Undirected,3
Bismaka,Gendara,Undirected,1
Sengkuni,Nembur_Nawa,Undirected,1
Werkudara,Nagatatmala,Undirected,2
Kunti,Drestarastra,Undirected,1
Banowati,Sadewa,Undirected,9
Nakula,Padmanaba,Undirected,1
Petruk,Yamawidura,Undirected,1
Bayu,Sengkuni,Undirected,2
Mangsahpati,Kresna,Undirected,2
Dhandhonwacana,Nakula,Undirected,1
Karna,Bendana,Undirected,3
Hagni,Duryudana,Undirected,1
Kanastren,Wenang,Undirected,1
Durna,Soka,Undirected,1
Soka,Nakula,Undirected,2
Baladewa,Togog,Undirected,2
Durna,Nagagini,Undirected,3
Petruk,Madrim,Undirected,3
TunggulWulung,Gatotkaca,Undirected,2
Sengkuni,Petruk,Undirected,14
Ugrasena,Salya,Undirected,2
Desamuka,Nakula,Undirected,1
Antaboga,Werkudara,Undirected,4
Durna,Sugriwa,Undirected,1
Brajadhenta,Durna,Undirected,2
Wulan_Dremi,Kresna,Undirected,2
Durna,Udawa,Undirected,4
Bisawarna,Nakula,Undirected,1
Sadewa,Antasena,Undirected,1
Togog,Antareja,Undirected,2
Wenang,Duryudana,Undirected,3
Karna,NgembatLandeyan,Undirected,1
Banowati,Kencana_Wulan,Undirected,1
Samba,Kresna,Undirected,16
Brajadhenta,Togog,Undirected,2
Puntadewa,Anoman,Undirected,10
Abiyasa,Gendara,Undirected,1
Nagatatmala,Puntadewa,Undirected,1
Surya,Semar,Undirected,1
Kangsa,Bagong,Undirected,1
Kunti,Citrasena,Undirected,1
Bagaspati,Abiyasa,Undirected,1
Kunti,Bagaspati,Undirected,1
Kamajaya,Brahma,Undirected,2
