characters,names
6,Narada&Guru&Indra&Panyarikan&Sekipu&Pracona
2,Durga&Guru
2,Narada&Guru
4,Brahma&Guru&Narada&Sekipu
4,Arjuna&Narada&Karna&Surya
5,Gareng&Semar&Arjuna&Werkudara&Bagong
3,Arjuna&Narada&Karna
10,Nakula&Gatotkaca&Narada&Arjuna&Yudhistira&Baladewa&Kresna&Sekipu&Sadewa&Werkudara
9,Gatotkaca&Ramayadi&Narada&Guru&Baladewa&Bendana&Arimbi&Angganjali&Pracona
