characters,names
6,Gatotkaca&Bomanarakasura&Samba&Baladewa&Setyaki&Kresna
4,Setyaboma&Rukmini&Kresna&Jembawati
2,Bomanarakasura&Kresna
2,Bomanarakasura&Anoman
4,Gatotkaca&Bomanarakasura&Desamuka&Godhayitma
8,Gatotkaca&Gareng&Semar&Bagong&Wisnu&_Tiger&Petruk&Abimanyu
5,Narada&Wisanggeni&Antaboga&Kresna&Guru
4,Narada&Wisanggeni&Antaboga&Kresna
8,Gatotkaca&Bomanarakasura&Anoman&Desamuka&Antaboga&Godhayitma&Abimanyu&Werkudara
