characters,names
4,Gatotkaca&Setyaki&Samba&Kresna
3,Setyaboma&Rukmini&Jembawati
4,Gatotkaca&Setyaki&Samba&Kresna
2,Durga&Dewasrani
2,Gatotkaca&Kresna
6,Durga&Narada&Guru&Indra&Kamajaya&Brahma
3,Dersanala&Arjuna&Brahma
8,Narada&Gareng&Petruk&Bagong&Kamajaya&Resi&Arjuna&Bagus
7,Durga&Guru&Semar&Indra&Brahma&Dersanala&Wisanggeni
8,Nakula&Gatotkaca&Guru&Puntadewa&Kresna&Sadewa&Wisanggeni&Werkudara
13,Durga&Narada&Dewasrani&Guru&Wenang&Kamajaya&Resi&Kresna&Dersanala&Arjuna&Wisanggeni&Werkudara&Bagus
