characters,names
5,Ugrasena&Bismaka&Saragupita&Basudewa&Narada
4,Maerah&Dewaki&Badrahini&Basudewa
2,Pragota&Saragupita
2,Kurandhayaksa&Kartapiyoga
1,Saragupita
5,Gareng&Semar&Arjuna&Bagong&Petruk
4,Rara_Ireng&Semar&Baladewa&Arjuna
6,Kurandhayaksa&Erawati&Baladewa&Kartapiyoga&Surtikanthi&Arjuna
4,Arjuna&Baladewa&Salya&Narada
3,Arjuna&Yuda_Kothi&Nagaprasanta
5,Arjuna&Baladewa&Narada&Indra&Guru
