characters,names
7,Nakula&Sadewa&Puntadewa&Durna&Bismaka&Arjuna&Werkudara
9,Puntadewa&Durna&Rukmini&Brahala&Rukmara&Kresna&Arjuna&Duryudana&Werkudara
5,Yuda_Kala_Kresna&Narada&Panyarikan&Indra&Guru
3,Padmanaba&Udawa&Kresna
7,Gareng&Semar&Abiyasa&Bagong&Petruk&Arjuna&Werkudara
6,Puntadewa&Rukmini&Brahala&Kresna&Arjuna&Werkudara
3,Anoman&Narada&Kresna
1,Yuda_Kala_Kresna
5,Arjuna&Anoman&Narada&Kresna&Guru
4,Yuda_Kala_Kresna&Narada&Anoman&Kresna
4,Udawa&Werkudara&Kresna&Guru
