characters,names
5,Karna&Sengkuni&Durna&Duryudana&Kartamarma
2,Banowati&Duryudana
2,Sengkuni&Karna
4,Karna&Sengkuni&Garuda&Anoman
7,Bisawarna&Maruta&Ranu&Kumbakarna&Hagni&Bantala&Wibisana
6,Maruta&Ranu&Hagni&Bantala&Wibisana&Arjuna
4,Rara_Ireng&Gatotkaca&Narada&Sintawaka
6,Nakula&Arjuna&Puntadewa&Kresna&Sadewa&Werkudara
5,Anoman&Arjuna&Karna&Kesawasidhi&Kresna
3,Kumbakarna&Werkudara&Kresna
5,Rara_Ireng&Arjuna&Karna&Werkudara&Sintawaka
