characters,names
6,Sengkuni&Kartamarma&Durna&Karna&Lesmana_Mandrakumara&Duryudana
2,Banowati&Duryudana
2,Sengkuni&Lesmana_Mandrakumara
4,Setyaki&Anoman&Samba&Kresna
0,
7,Gatotkaca&Gareng&Semar&Ramaparasu&Bagong&Petruk&Abimanyu
2,Ramaparasu&Lesmana_Mandrakumara
8,Nakula&Gatotkaca&Sadewa&Puntadewa&Kresna&Arjuna&Abimanyu&Werkudara
6,Gatotkaca&Ramaparasu&Kresna&Arjuna&Abimanyu&Werkudara
