characters,names
6,Sengkuni&Kartamarma&Durna&Karna&Kresna&Duryudana
2,Banowati&Duryudana
1,Sengkuni
7,Amonggati&Durna&Anoman&Banowati&Nindyamaya&Duryudana&Werkudara
4,Banowati&Parasara&Arjuna&_Raksasa
5,Anoman&Arjuna&Amonggati&Werkudara&Nindyamaya
6,Sengkuni&Wenang&Wisnu&_Boar&SuksmaLanggeng&Arjuna
9,Amonggati&Wisnu&Anoman&SuksmaLanggeng&Nindyamaya&Kresna&Arjuna&Duryudana&Werkudara
