characters,names
5,Bisma&Sengkuni&Durna&Werkudara&Destarastra
3,Destarastra&Werkudara&Gendari
2,Sengkuni&Duryudana
3,Dhandhonwacana&Werkudara&Suparta
2,Asmarawati&Wilawuk
6,Gareng&Semar&Bagong&Wilawuk&Petruk&Arjuna
3,Asmarawati&Arjuna&Wilawuk
2,Arjuna&Arimbi
1,Yudhistira
4,Bayu&Werkudara&Arimbi&Wilawuk
11,Nakula&Sadewa&Puntadewa&Yudhistira&Abiyasa&Arimbi&Wilawuk&Bendana&Arjuna&Kunti&Werkudara
