characters,names
4,Ugrasena&Bismaka&Saragupita&Basudewa
5,Maerah&Dewaki&Indra&Basudewa&Badrahini
2,Ugrasena&Saragupita
3,Gorawangsa&Surati_Mantra&Jaya_Bajra
0,
4,Maerah&Bismaka&Gorawangsa&Basudewa
5,Gareng&Pandu&Petruk&Bagong&Semar
3,Pandu&Bismaka&Basudewa
7,Maerah&Kangsa&Pandu&Gorawangsa&Bismaka&Basudewa&Surati_Mantra
8,Dewaki&Rohini&Pandu&Baladewa&Basudewa&Kresna&Rara_Ireng&Badrahini
