characters,names
6,Gatotkaca&Brajadhenta&Sengkuni&Kartamarma&Durna&Duryudana
2,Banowati&Duryudana
1,Sengkuni
7,Durga&Brajadhenta&Sengkuni&Bilung&Gatotkaca&Brajamusthi&Togog
7,Gatotkaca&Gareng&Semar&Abiyasa&Bagong&Petruk&Abimanyu
4,Gatotkaca&Brajadhenta&Sengkuni&Banowati
4,Gatotkaca&Sengkuni&Abimanyu&Werkudara
3,Gatotkaca&Brajadhenta&Brajamusthi
2,Gatotkaca&Mangsahpati
